ID,Tournament,Date,Home Team,Away Team,Home Goals,Away Goals,Home Stadium or Not
41884,UEFA Nations League,2018-10-11,Montenegro,Serbia,0.0,2.0,1
41885,UEFA Nations League,2018-10-11,Lithuania,Romania,1.0,2.0,1
41886,UEFA Nations League,2018-10-11,Faroe Islands,Azerbaijan,0.0,3.0,1
41887,UEFA Nations League,2018-10-11,Kosovo,Malta,3.0,1.0,1
41888,Friendly,2018-10-11,Argentina,Iraq,4.0,0.0,0
41889,Friendly,2018-10-11,Bahrain,Syria,0.0,1.0,1
41890,Friendly,2018-10-11,France,Iceland,2.0,2.0,1
41891,Friendly,2018-10-11,Honduras,United Arab Emirates,1.0,1.0,0
41892,Friendly,2018-10-11,Hong Kong,Thailand,0.0,1.0,1
41893,Friendly,2018-10-11,Kuwait,Lebanon,1.0,0.0,1
41894,Friendly,2018-10-11,Mexico,Costa Rica,3.0,2.0,1
41895,Friendly,2018-10-11,Turkey,Bosnia and Herzegovina,0.0,0.0,1
41896,Friendly,2018-10-11,United States,Colombia,2.0,4.0,1
41897,Friendly,2018-10-11,Wales,Spain,1.0,4.0,1
41898,African Cup of Nations qualification,2018-10-11,Congo,Liberia,3.0,1.0,1
41899,CONCACAF Nations League qualification,2018-10-11,French Guiana,Saint Vincent and the Grenadines,0.0,1.0,1
41900,UEFA Nations League,2018-10-12,Belgium,Switzerland,2.0,1.0,1
41901,UEFA Nations League,2018-10-12,Croatia,England,0.0,0.0,1
41902,UEFA Nations League,2018-10-12,Austria,Northern Ireland,1.0,0.0,1
41903,UEFA Nations League,2018-10-12,Estonia,Finland,0.0,1.0,1
41904,UEFA Nations League,2018-10-12,Greece,Hungary,1.0,0.0,1
41905,UEFA Nations League,2018-10-12,Belarus,Luxembourg,1.0,0.0,1
41906,UEFA Nations League,2018-10-12,Moldova,San Marino,2.0,0.0,1
41907,Friendly,2018-10-12,Cambodia,Timor-Leste,2.0,2.0,1
41908,Kirin Challenge Cup,2018-10-12,Japan,Panama,3.0,0.0,1
41909,Friendly,2018-10-12,South Korea,Uruguay,2.0,1.0,1
41910,Friendly,2018-10-12,Peru,Chile,3.0,0.0,0
41911,Friendly,2018-10-12,Qatar,Ecuador,4.0,3.0,1
41912,Friendly,2018-10-12,Saudi Arabia,Brazil,0.0,2.0,1
41913,Friendly,2018-10-12,Singapore,Mongolia,2.0,0.0,1
41914,Friendly,2018-10-12,Sri Lanka,Malaysia,1.0,4.0,1
41915,African Cup of Nations qualification,2018-10-12,Cameroon,Malawi,1.0,0.0,1
41916,African Cup of Nations qualification,2018-10-12,Gabon,South Sudan,3.0,0.0,1
41917,African Cup of Nations qualification,2018-10-12,Togo,Gambia,1.0,1.0,1
41918,African Cup of Nations qualification,2018-10-12,Ivory Coast,Central African Republic,4.0,0.0,1
41919,African Cup of Nations qualification,2018-10-12,Angola,Mauritania,4.0,1.0,1
41920,African Cup of Nations qualification,2018-10-12,Egypt,Eswatini,4.0,1.0,1
41921,African Cup of Nations qualification,2018-10-12,Cape Verde,Tanzania,3.0,0.0,1
41922,Friendly,2018-10-12,Basque Country,Venezuela,4.0,2.0,1
41923,CONCACAF Nations League qualification,2018-10-12,United States Virgin Islands,Curaçao,0.0,5.0,0
41924,CONCACAF Nations League qualification,2018-10-12,Bahamas,Antigua and Barbuda,0.0,6.0,1
41925,CONCACAF Nations League qualification,2018-10-12,Dominican Republic,Cayman Islands,3.0,0.0,1
41926,CONCACAF Nations League qualification,2018-10-12,Bermuda,Sint Maarten,12.0,0.0,1
41927,CONCACAF Nations League qualification,2018-10-12,Grenada,Cuba,0.0,2.0,1
41928,African Cup of Nations qualification,2018-10-12,Mali,Burundi,0.0,0.0,1
41929,African Cup of Nations qualification,2018-10-12,Algeria,Benin,2.0,0.0,1
41930,African Cup of Nations qualification,2018-10-12,Guinea,Rwanda,2.0,0.0,1
41931,UEFA Nations League,2018-10-13,Netherlands,Germany,3.0,0.0,1
41932,UEFA Nations League,2018-10-13,Slovakia,Czech Republic,1.0,2.0,1
41933,UEFA Nations League,2018-10-13,Republic of Ireland,Denmark,0.0,0.0,1
41934,UEFA Nations League,2018-10-13,Norway,Slovenia,1.0,0.0,1
41935,UEFA Nations League,2018-10-13,Bulgaria,Cyprus,2.0,1.0,1
41936,UEFA Nations League,2018-10-13,Latvia,Kazakhstan,1.0,1.0,1
41937,UEFA Nations League,2018-10-13,Georgia,Andorra,3.0,0.0,1
41938,UEFA Nations League,2018-10-13,Armenia,Gibraltar,0.0,1.0,1
41939,UEFA Nations League,2018-10-13,North Macedonia,Liechtenstein,4.0,1.0,1
41940,Friendly,2018-10-13,China,India,0.0,0.0,1
41941,Friendly,2018-10-13,Myanmar,Bolivia,0.0,3.0,1
41942,Friendly,2018-10-13,Oman,Philippines,1.0,1.0,0
41943,Friendly,2018-10-13,Uzbekistan,North Korea,2.0,0.0,1
41944,African Cup of Nations qualification,2018-10-13,Equatorial Guinea,Madagascar,0.0,1.0,1
41945,African Cup of Nations qualification,2018-10-13,Nigeria,Libya,4.0,0.0,1
41946,CONCACAF Nations League qualification,2018-10-13,Puerto Rico,Martinique,0.0,1.0,1
41947,CONCACAF Nations League qualification,2018-10-13,Turks and Caicos Islands,Guyana,0.0,8.0,1
41948,CONCACAF Nations League qualification,2018-10-13,Suriname,British Virgin Islands,5.0,0.0,1
41949,CONCACAF Nations League qualification,2018-10-13,El Salvador,Barbados,3.0,0.0,1
41950,African Cup of Nations qualification,2018-10-13,Senegal,Sudan,3.0,0.0,1
41951,African Cup of Nations qualification,2018-10-13,Morocco,Comoros,1.0,0.0,1
41952,African Cup of Nations qualification,2018-10-13,South Africa,Seychelles,6.0,0.0,1
41953,African Cup of Nations qualification,2018-10-13,DR Congo,Zimbabwe,1.0,2.0,1
41954,African Cup of Nations qualification,2018-10-13,Burkina Faso,Botswana,3.0,0.0,1
41955,African Cup of Nations qualification,2018-10-13,Tunisia,Niger,1.0,0.0,1
41956,African Cup of Nations qualification,2018-10-13,Mozambique,Namibia,1.0,2.0,1
41957,African Cup of Nations qualification,2018-10-13,Uganda,Lesotho,3.0,0.0,1
41958,UEFA Nations League,2018-10-14,Poland,Italy,0.0,1.0,1
41959,UEFA Nations League,2018-10-14,Russia,Turkey,2.0,0.0,1
41960,UEFA Nations League,2018-10-14,Israel,Albania,2.0,0.0,1
41961,UEFA Nations League,2018-10-14,Romania,Serbia,0.0,0.0,1
41962,UEFA Nations League,2018-10-14,Lithuania,Montenegro,1.0,4.0,1
41963,UEFA Nations League,2018-10-14,Faroe Islands,Kosovo,1.0,1.0,1
41964,UEFA Nations League,2018-10-14,Azerbaijan,Malta,1.0,1.0,1
41965,Friendly,2018-10-14,Scotland,Portugal,1.0,3.0,1
41966,Friendly,2018-10-14,Thailand,Trinidad and Tobago,1.0,0.0,1
41967,African Cup of Nations qualification,2018-10-14,Guinea-Bissau,Zambia,2.0,1.0,1
41968,CONCACAF Nations League qualification,2018-10-14,Saint Martin,Saint Kitts and Nevis,0.0,10.0,0
41969,CONCACAF Nations League qualification,2018-10-14,Bonaire,Jamaica,0.0,6.0,0
41970,CONCACAF Nations League qualification,2018-10-14,Montserrat,Belize,1.0,0.0,1
41971,CONCACAF Nations League qualification,2018-10-14,Nicaragua,Anguilla,6.0,0.0,0
41972,African Cup of Nations qualification,2018-10-14,Kenya,Ethiopia,3.0,0.0,1
41973,UEFA Nations League,2018-10-15,Iceland,Switzerland,1.0,2.0,1
41974,UEFA Nations League,2018-10-15,Spain,England,2.0,3.0,1
41975,UEFA Nations League,2018-10-15,Bosnia and Herzegovina,Northern Ireland,2.0,0.0,1
41976,UEFA Nations League,2018-10-15,Estonia,Hungary,3.0,3.0,1
41977,UEFA Nations League,2018-10-15,Finland,Greece,2.0,0.0,1
41978,UEFA Nations League,2018-10-15,Luxembourg,San Marino,3.0,0.0,1
41979,UEFA Nations League,2018-10-15,Belarus,Moldova,0.0,0.0,1
41980,Friendly,2018-10-15,Croatia,Jordan,2.0,1.0,1
41981,Friendly,2018-10-15,Kuwait,Australia,0.0,4.0,1
41982,Friendly,2018-10-15,Saudi Arabia,Iraq,1.0,1.0,1
41983,UEFA Nations League,2018-10-16,France,Germany,2.0,1.0,1
41984,UEFA Nations League,2018-10-16,Ukraine,Czech Republic,1.0,0.0,1
41985,UEFA Nations League,2018-10-16,Republic of Ireland,Wales,0.0,1.0,1
41986,UEFA Nations League,2018-10-16,Norway,Bulgaria,1.0,0.0,1
41987,UEFA Nations League,2018-10-16,Slovenia,Cyprus,1.0,1.0,1
41988,UEFA Nations League,2018-10-16,Kazakhstan,Andorra,4.0,0.0,1
41989,UEFA Nations League,2018-10-16,Latvia,Georgia,0.0,3.0,1
41990,UEFA Nations League,2018-10-16,Armenia,North Macedonia,4.0,0.0,1
41991,UEFA Nations League,2018-10-16,Gibraltar,Liechtenstein,2.0,1.0,1
41992,Friendly,2018-10-16,Bahrain,Myanmar,4.0,1.0,1
41993,Friendly,2018-10-16,Belgium,Netherlands,1.0,1.0,1
41994,Friendly,2018-10-16,Cambodia,Singapore,1.0,2.0,1
41995,Friendly,2018-10-16,China,Syria,2.0,0.0,1
41996,Friendly,2018-10-16,Colombia,Costa Rica,3.0,1.0,0
41997,Friendly,2018-10-16,Denmark,Austria,2.0,0.0,1
41998,Friendly,2018-10-16,Indonesia,Hong Kong,1.0,1.0,1
41999,Friendly,2018-10-16,Iran,Bolivia,2.0,1.0,1
42000,Kirin Challenge Cup,2018-10-16,Japan,Uruguay,4.0,3.0,1
42001,Friendly,2018-10-16,South Korea,Panama,2.0,2.0,1
42002,Friendly,2018-10-16,Laos,Mongolia,1.0,4.0,1
42003,Friendly,2018-10-16,Malaysia,Kyrgyzstan,0.0,1.0,1
42004,Friendly,2018-10-16,Mexico,Chile,0.0,1.0,1
42005,Friendly,2018-10-16,Oman,Ecuador,0.0,0.0,0
42006,Friendly,2018-10-16,Sweden,Slovakia,1.0,1.0,1
42007,Friendly,2018-10-16,United Arab Emirates,Venezuela,0.0,2.0,0
42008,Friendly,2018-10-16,United States,Peru,1.0,1.0,1
42009,Friendly,2018-10-16,Uzbekistan,Qatar,2.0,0.0,1
42010,African Cup of Nations qualification,2018-10-16,Madagascar,Equatorial Guinea,1.0,0.0,1
42011,African Cup of Nations qualification,2018-10-16,Malawi,Cameroon,0.0,0.0,1
42012,African Cup of Nations qualification,2018-10-16,Burundi,Mali,1.0,1.0,1
42013,African Cup of Nations qualification,2018-10-16,Benin,Algeria,1.0,0.0,1
42014,African Cup of Nations qualification,2018-10-16,Seychelles,South Africa,0.0,0.0,1
42015,African Cup of Nations qualification,2018-10-16,Liberia,Congo,2.0,1.0,1
42016,African Cup of Nations qualification,2018-10-16,Central African Republic,Ivory Coast,0.0,0.0,1
42017,African Cup of Nations qualification,2018-10-16,Mauritania,Angola,1.0,0.0,1
42018,African Cup of Nations qualification,2018-10-16,Eswatini,Egypt,0.0,2.0,1
42019,African Cup of Nations qualification,2018-10-16,Tanzania,Cape Verde,2.0,0.0,1
42020,Superclásico de las Américas,2018-10-16,Argentina,Brazil,0.0,1.0,0
42021,CONCACAF Nations League qualification,2018-10-16,Martinique,British Virgin Islands,4.0,0.0,1
42022,CONCACAF Nations League qualification,2018-10-16,Canada,Dominica,5.0,0.0,1
42023,CONCACAF Nations League qualification,2018-10-16,Guadeloupe,Aruba,0.0,0.0,1
42024,CONCACAF Nations League qualification,2018-10-16,Saint Lucia,Haiti,1.0,2.0,0
42025,African Cup of Nations qualification,2018-10-16,Sudan,Senegal,0.0,1.0,1
42026,African Cup of Nations qualification,2018-10-16,Comoros,Morocco,2.0,2.0,1
42027,African Cup of Nations qualification,2018-10-16,South Sudan,Gabon,0.0,1.0,1
42028,African Cup of Nations qualification,2018-10-16,Gambia,Togo,0.0,1.0,1
42029,African Cup of Nations qualification,2018-10-16,Libya,Nigeria,2.0,3.0,0
42030,African Cup of Nations qualification,2018-10-16,Rwanda,Guinea,1.0,1.0,1
42031,African Cup of Nations qualification,2018-10-16,Zimbabwe,DR Congo,1.0,1.0,1
42032,African Cup of Nations qualification,2018-10-16,Botswana,Burkina Faso,0.0,0.0,1
42033,African Cup of Nations qualification,2018-10-16,Niger,Tunisia,1.0,2.0,1
42034,African Cup of Nations qualification,2018-10-16,Namibia,Mozambique,1.0,0.0,1
42035,African Cup of Nations qualification,2018-10-16,Lesotho,Uganda,0.0,2.0,1
42036,Friendly,2018-10-21,Parishes of Jersey,Yorkshire,2.0,1.0,1
42037,Friendly,2018-11-03,Malaysia,Maldives,3.0,0.0,1
42038,AFF Championship,2018-11-08,Cambodia,Malaysia,0.0,1.0,1
42039,AFF Championship,2018-11-08,Laos,Vietnam,0.0,3.0,1
42040,AFF Championship,2018-11-09,Singapore,Indonesia,1.0,0.0,1
42041,AFF Championship,2018-11-09,Thailand,Timor-Leste,7.0,0.0,1
42042,EAFF Championship,2018-11-11,North Korea,Mongolia,4.0,1.0,0
42043,EAFF Championship,2018-11-11,Taiwan,Hong Kong,1.0,2.0,1
42044,AFF Championship,2018-11-12,Myanmar,Cambodia,4.0,1.0,1
42045,AFF Championship,2018-11-12,Malaysia,Laos,3.0,1.0,1
42046,AFF Championship,2018-11-13,Indonesia,Timor-Leste,3.0,1.0,1
42047,AFF Championship,2018-11-13,Philippines,Singapore,1.0,0.0,1
42048,EAFF Championship,2018-11-13,Taiwan,Mongolia,2.0,1.0,1
42049,EAFF Championship,2018-11-13,Hong Kong,North Korea,0.0,0.0,0
42050,Friendly,2018-11-14,Switzerland,Qatar,0.0,1.0,1
42051,Friendly,2018-11-14,Vanuatu,New Caledonia,0.0,1.0,1
42052,UEFA Nations League,2018-11-15,Belgium,Iceland,2.0,0.0,1
42053,UEFA Nations League,2018-11-15,Croatia,Spain,3.0,2.0,1
42054,UEFA Nations League,2018-11-15,Austria,Bosnia and Herzegovina,0.0,0.0,1
42055,UEFA Nations League,2018-11-15,Hungary,Estonia,2.0,0.0,1
42056,UEFA Nations League,2018-11-15,Greece,Finland,1.0,0.0,1
42057,UEFA Nations League,2018-11-15,Andorra,Georgia,1.0,1.0,1
42058,UEFA Nations League,2018-11-15,Kazakhstan,Latvia,1.0,1.0,1
42059,UEFA Nations League,2018-11-15,Luxembourg,Belarus,0.0,2.0,1
42060,UEFA Nations League,2018-11-15,San Marino,Moldova,0.0,1.0,1
42061,Friendly,2018-11-15,England,United States,3.0,0.0,1
42062,Friendly,2018-11-15,Germany,Russia,3.0,0.0,1
42063,Friendly,2018-11-15,Iran,Trinidad and Tobago,1.0,0.0,1
42064,Friendly,2018-11-15,Israel,Guatemala,7.0,0.0,1
42065,Friendly,2018-11-15,Peru,Ecuador,0.0,2.0,1
42066,Friendly,2018-11-15,Poland,Czech Republic,0.0,1.0,1
42067,Friendly,2018-11-15,Republic of Ireland,Northern Ireland,0.0,0.0,1
42068,Friendly,2018-11-15,Uzbekistan,Lebanon,0.0,0.0,0
42069,UEFA Nations League,2018-11-16,Netherlands,France,2.0,0.0,1
42070,UEFA Nations League,2018-11-16,Slovakia,Ukraine,4.0,1.0,1
42071,UEFA Nations League,2018-11-16,Wales,Denmark,1.0,2.0,1
42072,UEFA Nations League,2018-11-16,Slovenia,Norway,1.0,1.0,1
42073,UEFA Nations League,2018-11-16,Cyprus,Bulgaria,1.0,1.0,1
42074,UEFA Nations League,2018-11-16,Gibraltar,Armenia,2.0,6.0,1
42075,UEFA Nations League,2018-11-16,Liechtenstein,North Macedonia,0.0,2.0,1
42076,Friendly,2018-11-16,Argentina,Mexico,2.0,0.0,1
42077,Friendly,2018-11-16,Brazil,Uruguay,1.0,0.0,0
42078,Friendly,2018-11-16,Chile,Costa Rica,2.0,3.0,1
42079,Friendly,2018-11-16,Honduras,Panama,1.0,0.0,1
42080,Kirin Challenge Cup,2018-11-16,Japan,Venezuela,1.0,1.0,1
42081,Friendly,2018-11-16,Oman,Syria,1.0,1.0,1
42082,Friendly,2018-11-16,Palestine,Pakistan,2.0,1.0,1
42083,Friendly,2018-11-16,Saudi Arabia,Yemen,1.0,0.0,1
42084,Friendly,2018-11-16,United Arab Emirates,Bolivia,0.0,0.0,1
42085,AFF Championship,2018-11-16,Laos,Myanmar,1.0,3.0,1
42086,AFF Championship,2018-11-16,Vietnam,Malaysia,2.0,0.0,1
42087,African Cup of Nations qualification,2018-11-16,Morocco,Cameroon,2.0,0.0,1
42088,African Cup of Nations qualification,2018-11-16,South Sudan,Burundi,2.0,5.0,1
42089,African Cup of Nations qualification,2018-11-16,Egypt,Tunisia,3.0,2.0,1
42090,EAFF Championship,2018-11-16,Taiwan,North Korea,0.0,2.0,1
42091,EAFF Championship,2018-11-16,Mongolia,Hong Kong,1.0,5.0,0
42092,CONCACAF Nations League qualification,2018-11-16,Grenada,Saint Martin,5.0,2.0,1
42093,CONCACAF Nations League qualification,2018-11-16,Bermuda,El Salvador,1.0,0.0,1
42094,CONCACAF Nations League qualification,2018-11-16,Aruba,Montserrat,0.0,2.0,0
42095,CONCACAF Nations League qualification,2018-11-16,Belize,Puerto Rico,1.0,0.0,1
42096,UEFA Nations League,2018-11-17,Italy,Portugal,0.0,0.0,1
42097,UEFA Nations League,2018-11-17,Turkey,Sweden,0.0,1.0,1
42098,UEFA Nations League,2018-11-17,Albania,Scotland,0.0,4.0,1
42099,UEFA Nations League,2018-11-17,Serbia,Montenegro,2.0,1.0,1
42100,UEFA Nations League,2018-11-17,Romania,Lithuania,3.0,0.0,1
42101,UEFA Nations League,2018-11-17,Malta,Kosovo,0.0,5.0,1
42102,UEFA Nations League,2018-11-17,Azerbaijan,Faroe Islands,2.0,0.0,1
42103,Friendly,2018-11-17,Australia,South Korea,1.0,1.0,1
42104,Friendly,2018-11-17,Jordan,India,2.0,1.0,1
42105,Friendly,2018-11-17,Vanuatu,New Caledonia,2.0,2.0,1
42106,AFF Championship,2018-11-17,Thailand,Indonesia,4.0,2.0,1
42107,AFF Championship,2018-11-17,Timor-Leste,Philippines,2.0,3.0,0
42108,African Cup of Nations qualification,2018-11-17,Equatorial Guinea,Senegal,0.0,1.0,1
42109,African Cup of Nations qualification,2018-11-17,Gambia,Benin,3.0,1.0,1
42110,African Cup of Nations qualification,2018-11-17,Seychelles,Libya,1.0,8.0,1
42111,African Cup of Nations qualification,2018-11-17,Namibia,Guinea-Bissau,0.0,0.0,1
42112,African Cup of Nations qualification,2018-11-17,Uganda,Cape Verde,1.0,0.0,1
42113,CONCACAF Nations League qualification,2018-11-17,Cuba,Dominican Republic,1.0,0.0,1
42114,CONCACAF Nations League qualification,2018-11-17,Jamaica,Suriname,2.0,1.0,1
42115,CONCACAF Nations League qualification,2018-11-17,Cayman Islands,Saint Lucia,0.0,0.0,1
42116,CONCACAF Nations League qualification,2018-11-17,Nicaragua,Haiti,0.0,2.0,1
42117,African Cup of Nations qualification,2018-11-17,Comoros,Malawi,2.0,1.0,1
42118,African Cup of Nations qualification,2018-11-17,Gabon,Mali,0.0,1.0,1
42119,African Cup of Nations qualification,2018-11-17,South Africa,Nigeria,1.0,1.0,1
42120,UEFA Nations League,2018-11-18,Switzerland,Belgium,5.0,2.0,1
42121,UEFA Nations League,2018-11-18,England,Croatia,2.0,1.0,1
42122,UEFA Nations League,2018-11-18,Northern Ireland,Austria,1.0,2.0,1
42123,UEFA Nations League,2018-11-18,Greece,Estonia,0.0,1.0,1
42124,UEFA Nations League,2018-11-18,Hungary,Finland,2.0,0.0,1
42125,UEFA Nations League,2018-11-18,San Marino,Belarus,0.0,2.0,1
42126,UEFA Nations League,2018-11-18,Moldova,Luxembourg,1.0,1.0,1
42127,Friendly,2018-11-18,Spain,Bosnia and Herzegovina,1.0,0.0,1
42128,African Cup of Nations qualification,2018-11-18,Ethiopia,Ghana,0.0,2.0,1
42129,African Cup of Nations qualification,2018-11-18,Congo,DR Congo,1.0,1.0,1
42130,African Cup of Nations qualification,2018-11-18,Guinea,Ivory Coast,1.0,1.0,1
42131,African Cup of Nations qualification,2018-11-18,Angola,Burkina Faso,2.0,1.0,1
42132,Friendly,2018-11-18,Yorkshire,Panjab,5.0,4.0,1
42133,CONCACAF Nations League qualification,2018-11-18,Turks and Caicos Islands,Saint Vincent and the Grenadines,3.0,2.0,1
42134,CONCACAF Nations League qualification,2018-11-18,Bahamas,Anguilla,1.0,1.0,1
42135,CONCACAF Nations League qualification,2018-11-18,Barbados,United States Virgin Islands,3.0,0.0,1
42136,CONCACAF Nations League qualification,2018-11-18,Saint Kitts and Nevis,Canada,0.0,1.0,1
42137,African Cup of Nations qualification,2018-11-18,Madagascar,Sudan,1.0,3.0,1
42138,African Cup of Nations qualification,2018-11-18,Togo,Algeria,1.0,4.0,1
42139,African Cup of Nations qualification,2018-11-18,Liberia,Zimbabwe,1.0,0.0,1
42140,African Cup of Nations qualification,2018-11-18,Rwanda,Central African Republic,2.0,2.0,1
42141,African Cup of Nations qualification,2018-11-18,Mauritania,Botswana,2.0,1.0,1
42142,African Cup of Nations qualification,2018-11-18,Eswatini,Niger,1.0,2.0,1
42143,African Cup of Nations qualification,2018-11-18,Mozambique,Zambia,1.0,0.0,1
42144,African Cup of Nations qualification,2018-11-18,Lesotho,Tanzania,1.0,0.0,1
42145,UEFA Nations League,2018-11-19,Germany,Netherlands,2.0,2.0,1
42146,UEFA Nations League,2018-11-19,Czech Republic,Slovakia,1.0,0.0,1
42147,UEFA Nations League,2018-11-19,Denmark,Republic of Ireland,0.0,0.0,1
42148,UEFA Nations League,2018-11-19,Bulgaria,Slovenia,1.0,1.0,1
42149,UEFA Nations League,2018-11-19,Cyprus,Norway,0.0,2.0,1
42150,UEFA Nations League,2018-11-19,Andorra,Latvia,0.0,0.0,1
42151,UEFA Nations League,2018-11-19,Georgia,Kazakhstan,2.0,1.0,1
42152,UEFA Nations League,2018-11-19,North Macedonia,Gibraltar,4.0,0.0,1
42153,UEFA Nations League,2018-11-19,Liechtenstein,Armenia,2.0,2.0,1
42154,Friendly,2018-11-19,Iceland,Qatar,2.0,2.0,0
42155,Friendly,2018-11-19,Oman,Bahrain,2.0,1.0,1
42156,CONCACAF Nations League qualification,2018-11-19,Curaçao,Guadeloupe,6.0,0.0,1
42157,CONCACAF Nations League qualification,2018-11-19,Martinique,Antigua and Barbuda,4.0,2.0,1
42158,UEFA Nations League,2018-11-20,Portugal,Poland,1.0,1.0,1
42159,UEFA Nations League,2018-11-20,Sweden,Russia,2.0,0.0,1
42160,UEFA Nations League,2018-11-20,Scotland,Israel,3.0,2.0,1
42161,UEFA Nations League,2018-11-20,Montenegro,Romania,0.0,1.0,1
42162,UEFA Nations League,2018-11-20,Serbia,Lithuania,4.0,1.0,1
42163,UEFA Nations League,2018-11-20,Kosovo,Azerbaijan,4.0,0.0,1
42164,UEFA Nations League,2018-11-20,Malta,Faroe Islands,1.0,1.0,1
42165,Friendly,2018-11-20,Albania,Wales,1.0,0.0,1
42166,Friendly,2018-11-20,Argentina,Mexico,2.0,0.0,1
42167,Friendly,2018-11-20,Australia,Lebanon,3.0,0.0,1
42168,Friendly,2018-11-20,Brazil,Cameroon,1.0,0.0,0
42169,Friendly,2018-11-20,Chile,Honduras,4.0,1.0,1
42170,Friendly,2018-11-20,China,Palestine,1.0,1.0,1
42171,Friendly,2018-11-20,El Salvador,Haiti,1.0,0.0,1
42172,Friendly,2018-11-20,France,Uruguay,1.0,0.0,1
42173,Friendly,2018-11-20,Iran,Venezuela,1.0,1.0,0
42174,Friendly,2018-11-20,Iraq,Bolivia,0.0,0.0,1
42175,Friendly,2018-11-20,Italy,United States,1.0,0.0,0
42176,Kirin Challenge Cup,2018-11-20,Japan,Kyrgyzstan,4.0,0.0,1
42177,Friendly,2018-11-20,Jordan,Saudi Arabia,1.0,1.0,1
42178,Friendly,2018-11-20,South Korea,Uzbekistan,4.0,0.0,0
42179,Friendly,2018-11-20,Kuwait,Syria,1.0,2.0,1
42180,Friendly,2018-11-20,Nigeria,Uganda,0.0,0.0,1
42181,Friendly,2018-11-20,Panama,Ecuador,1.0,2.0,1
42182,Friendly,2018-11-20,Peru,Costa Rica,2.0,3.0,1
42183,Friendly,2018-11-20,South Africa,Paraguay,1.0,1.0,1
42184,Friendly,2018-11-20,Tunisia,Morocco,0.0,1.0,1
42185,Friendly,2018-11-20,Turkey,Ukraine,0.0,0.0,1
42186,Friendly,2018-11-20,United Arab Emirates,Yemen,2.0,0.0,1
42187,AFF Championship,2018-11-20,Myanmar,Vietnam,0.0,0.0,1
42188,AFF Championship,2018-11-20,Cambodia,Laos,3.0,1.0,1
42189,CONCACAF Nations League qualification,2018-11-20,Sint Maarten,Dominica,0.0,2.0,0
42190,CONCACAF Nations League qualification,2018-11-20,French Guiana,Guyana,2.0,1.0,1
42191,AFF Championship,2018-11-21,Philippines,Thailand,1.0,1.0,1
42192,AFF Championship,2018-11-21,Singapore,Timor-Leste,6.0,1.0,1
42193,AFF Championship,2018-11-24,Vietnam,Cambodia,3.0,0.0,1
42194,AFF Championship,2018-11-24,Malaysia,Myanmar,3.0,0.0,1
42195,AFF Championship,2018-11-25,Indonesia,Philippines,0.0,0.0,1
42196,AFF Championship,2018-11-25,Thailand,Singapore,3.0,0.0,1
42197,AFF Championship,2018-12-01,Malaysia,Thailand,0.0,0.0,1
42198,AFF Championship,2018-12-02,Philippines,Vietnam,1.0,2.0,1
42199,AFF Championship,2018-12-05,Thailand,Malaysia,2.0,2.0,1
42200,AFF Championship,2018-12-06,Vietnam,Philippines,2.0,1.0,1
42201,AFF Championship,2018-12-11,Malaysia,Vietnam,2.0,2.0,1
42202,Friendly,2018-12-13,Oman,Tajikistan,2.0,1.0,1
42203,AFF Championship,2018-12-15,Vietnam,Malaysia,1.0,0.0,1
42204,Friendly,2018-12-16,Oman,Tajikistan,1.0,0.0,1
42205,Friendly,2018-12-16,Palestine,Pakistan,2.0,0.0,0
42206,Friendly,2018-12-20,Bahrain,Tajikistan,5.0,0.0,1
42207,Friendly,2018-12-20,Jordan,Kyrgyzstan,0.0,1.0,0
42208,Friendly,2018-12-23,Qatar,Jordan,2.0,0.0,1
42209,Friendly,2018-12-24,Iraq,China,2.0,1.0,0
42210,Friendly,2018-12-24,Palestine,Iran,1.0,1.0,0
42211,Friendly,2018-12-25,Afghanistan,Turkmenistan,0.0,2.0,0
42212,Friendly,2018-12-25,Qatar,Kyrgyzstan,1.0,0.0,1
42213,Friendly,2018-12-25,Vietnam,North Korea,1.0,1.0,1
42214,Friendly,2018-12-27,Bahrain,Lebanon,1.0,0.0,1
42215,Friendly,2018-12-27,India,Oman,0.0,0.0,0
42216,Friendly,2018-12-27,Qatar,Algeria,0.0,1.0,1
42217,Friendly,2018-12-28,China,Jordan,1.0,1.0,0
42218,Friendly,2018-12-28,Iraq,Palestine,1.0,0.0,0
42219,Friendly,2018-12-28,United Arab Emirates,Kuwait,0.0,2.0,1
42220,Friendly,2018-12-29,Bahrain,North Korea,4.0,0.0,1
42221,Friendly,2018-12-30,Australia,Oman,5.0,0.0,0
42222,Friendly,2018-12-30,Yemen,Syria,0.0,1.0,0
42223,Friendly,2018-12-31,South Korea,Saudi Arabia,0.0,0.0,0
42224,Friendly,2018-12-31,Kyrgyzstan,Palestine,2.0,1.0,0
42225,Friendly,2018-12-31,Philippines,Vietnam,2.0,4.0,0
42226,Friendly,2018-12-31,Qatar,Iran,1.0,2.0,1
42227,Friendly,2019-01-02,Oman,Thailand,2.0,0.0,0
42228,AFC Asian Cup,2019-01-05,United Arab Emirates,Bahrain,1.0,1.0,1
42229,AFC Asian Cup,2019-01-06,Thailand,India,1.0,4.0,0
42230,AFC Asian Cup,2019-01-06,Australia,Jordan,0.0,1.0,0
42231,AFC Asian Cup,2019-01-06,Syria,Palestine,0.0,0.0,0
