ID,Tournament,Date,Home Team,Away Team,Home Goals,Away Goals,Home Stadium or Not
9496,Korea Cup,1973-09-24,Malaysia,Thailand,5.0,1.0,0
9497,CECAFA Cup,1973-09-24,Somalia,Zambia,1.0,6.0,0
9498,CECAFA Cup,1973-09-25,Tanzania,Zanzibar,1.0,0.0,0
9499,Korea Cup,1973-09-26,Myanmar,Malaysia,1.0,3.0,0
9500,Friendly,1973-09-26,England,Austria,7.0,0.0,1
9501,FIFA World Cup qualification,1973-09-26,German DR,Romania,2.0,0.0,1
9502,Korea Cup,1973-09-26,Indonesia,Cambodia,2.0,3.0,0
9503,FIFA World Cup qualification,1973-09-26,Northern Ireland,Bulgaria,0.0,0.0,0
9504,FIFA World Cup qualification,1973-09-26,Poland,Wales,3.0,0.0,1
9505,FIFA World Cup qualification,1973-09-26,Russia,Chile,0.0,0.0,0
9506,FIFA World Cup qualification,1973-09-26,Scotland,Czechoslovakia,2.0,1.0,1
9507,FIFA World Cup qualification,1973-09-26,Switzerland,Luxembourg,1.0,0.0,1
9508,CECAFA Cup,1973-09-26,Uganda,Zambia,1.0,1.0,1
9509,Friendly,1973-09-26,Yugoslavia,Hungary,1.0,1.0,1
9510,CECAFA Cup,1973-09-27,Kenya,Tanzania,1.0,2.0,0
9511,Korea Cup,1973-09-28,Cambodia,Malaysia,2.0,0.0,0
9512,Korea Cup,1973-09-28,South Korea,Myanmar,0.0,1.0,1
9513,Friendly,1973-09-28,Malta,Canada,2.0,0.0,1
9514,CECAFA Cup,1973-09-28,Uganda,Zambia,2.0,1.0,1
9515,Friendly,1973-09-29,Italy,Sweden,2.0,0.0,1
9516,CECAFA Cup,1973-09-29,Uganda,Tanzania,2.0,1.0,1
9517,Korea Cup,1973-09-30,Myanmar,Cambodia,0.0,0.0,0
9518,Korea Cup,1973-09-30,South Korea,Malaysia,2.0,0.0,1
9519,Friendly,1973-09-30,Malta,Canada,0.0,0.0,1
9520,FIFA World Cup qualification,1973-09-30,Paraguay,Bolivia,4.0,0.0,1
9521,FIFA World Cup qualification,1973-10-07,Argentina,Paraguay,3.0,1.0,1
9522,Friendly,1973-10-07,Luxembourg,Canada,0.0,2.0,1
9523,FIFA World Cup qualification,1973-10-10,Albania,Finland,1.0,0.0,1
9524,Friendly,1973-10-10,Germany,Austria,4.0,0.0,1
9525,Friendly,1973-10-10,Netherlands,Poland,1.0,1.0,1
9526,Friendly,1973-10-11,Trinidad and Tobago,Martinique,2.0,0.0,1
9527,Friendly,1973-10-13,Denmark,Hungary,2.0,2.0,1
9528,Friendly,1973-10-13,Germany,France,2.0,1.0,1
9529,FIFA World Cup qualification,1973-10-13,Portugal,Bulgaria,2.0,2.0,1
9530,FIFA World Cup qualification,1973-10-14,Romania,Finland,9.0,0.0,1
9531,Friendly,1973-10-16,Mexico,United States,2.0,0.0,1
9532,FIFA World Cup qualification,1973-10-17,Czechoslovakia,Scotland,1.0,0.0,1
9533,FIFA World Cup qualification,1973-10-17,England,Poland,1.0,1.0,1
9534,Friendly,1973-10-17,German DR,Russia,1.0,0.0,1
9535,Friendly,1973-10-17,Turkey,Spain,0.0,0.0,1
9536,FIFA World Cup qualification,1973-10-20,Italy,Switzerland,2.0,0.0,1
9537,Friendly,1973-10-21,Republic of Ireland,Poland,1.0,0.0,1
9538,FIFA World Cup qualification,1973-10-21,Yugoslavia,Spain,0.0,0.0,1
9539,FIFA World Cup qualification,1973-10-21,Zambia,Morocco,4.0,0.0,1
9540,Friendly,1973-10-27,Curaçao,Suriname,1.0,1.0,1
9541,FIFA World Cup qualification,1973-10-28,Australia,South Korea,0.0,0.0,1
9542,Friendly,1973-10-29,Curaçao,Suriname,2.0,2.0,1
9543,Friendly,1973-10-31,Algeria,Morocco,2.0,0.0,1
9544,FIFA World Cup qualification,1973-10-31,Belgium,Norway,2.0,0.0,1
9545,Vietnam Independence Cup,1973-11-01,Vietnam Republic,Malaysia,1.0,5.0,1
9546,Friendly,1973-11-03,Haiti,United States,1.0,0.0,1
9547,Vietnam Independence Cup,1973-11-03,Malaysia,Singapore,2.0,1.0,0
9548,Friendly,1973-11-04,Guyana,Jamaica,2.0,1.0,1
9549,Vietnam Independence Cup,1973-11-04,Vietnam Republic,Singapore,4.0,2.0,1
9550,FIFA World Cup qualification,1973-11-04,Zambia,DR Congo,0.0,2.0,1
9551,Friendly,1973-11-05,Haiti,United States,1.0,0.0,1
9552,Friendly,1973-11-06,Barbados,Suriname,0.0,2.0,0
9553,Friendly,1973-11-06,Guadeloupe,Martinique,0.0,2.0,1
9554,Friendly,1973-11-07,Albania,China,1.0,1.0,1
9555,Windward Islands Tournament,1973-11-07,Dominica,Grenada,4.0,2.0,1
9556,Friendly,1973-11-09,Guyana,Suriname,0.0,2.0,1
9557,Friendly,1973-11-10,Haiti,Canada,5.0,1.0,1
9558,FIFA World Cup qualification,1973-11-10,South Korea,Australia,2.0,2.0,1
9559,Windward Islands Tournament,1973-11-11,Dominica,Saint Lucia,1.0,0.0,1
9560,FIFA World Cup qualification,1973-11-11,Malta,Sweden,1.0,2.0,1
9561,Windward Islands Tournament,1973-11-11,Saint Vincent and the Grenadines,Grenada,4.0,1.0,1
9562,Friendly,1973-11-12,Haiti,Canada,0.0,1.0,1
9563,FIFA World Cup qualification,1973-11-13,Albania,German DR,1.0,4.0,1
9564,FIFA World Cup qualification,1973-11-13,Australia,South Korea,1.0,0.0,0
9565,Friendly,1973-11-13,Israel,United States,3.0,1.0,1
9566,Friendly,1973-11-14,England,Italy,0.0,1.0,1
9567,FIFA World Cup qualification,1973-11-14,Portugal,Northern Ireland,1.0,1.0,1
9568,Friendly,1973-11-14,Scotland,Germany,1.0,1.0,1
9569,Friendly,1973-11-15,Israel,United States,2.0,0.0,1
9570,Windward Islands Tournament,1973-11-15,Saint Lucia,Grenada,1.0,3.0,1
9571,Windward Islands Tournament,1973-11-16,Saint Lucia,Dominica,2.0,1.0,1
9572,FIFA World Cup qualification,1973-11-18,Bulgaria,Cyprus,2.0,0.0,1
9573,FIFA World Cup qualification,1973-11-18,DR Congo,Zambia,2.0,1.0,1
9574,FIFA World Cup qualification,1973-11-18,Netherlands,Belgium,0.0,0.0,1
9575,FIFA World Cup qualification,1973-11-18,Turkey,Switzerland,2.0,0.0,1
9576,Windward Islands Tournament,1973-11-19,Saint Vincent and the Grenadines,Dominica,2.0,2.0,1
9577,FIFA World Cup qualification,1973-11-21,Chile,Russia,2.0,0.0,1
9578,Friendly,1973-11-21,France,Denmark,3.0,0.0,1
9579,Windward Islands Tournament,1973-11-21,Grenada,Dominica,1.0,1.0,1
9580,Friendly,1973-11-21,Hungary,German DR,0.0,1.0,1
9581,Windward Islands Tournament,1973-11-23,Saint Vincent and the Grenadines,Saint Lucia,2.0,0.0,1
9582,Friendly,1973-11-24,Germany,Spain,2.0,1.0,1
9583,FIFA World Cup qualification,1973-11-25,Morocco,Zambia,2.0,0.0,1
9584,FIFA World Cup qualification,1973-11-27,Austria,Sweden,1.0,2.0,0
9585,Windward Islands Tournament,1973-11-27,Saint Lucia,Saint Vincent and the Grenadines,0.0,1.0,1
9586,Windward Islands Tournament,1973-11-29,Grenada,Saint Lucia,2.0,0.0,1
9587,CONCACAF Championship,1973-11-29,Honduras,Trinidad and Tobago,2.0,1.0,0
9588,Windward Islands Tournament,1973-11-30,Dominica,Saint Vincent and the Grenadines,0.0,0.0,1
9589,CONCACAF Championship,1973-11-30,Guatemala,Mexico,0.0,0.0,0
9590,CONCACAF Championship,1973-12-01,Haiti,Curaçao,3.0,0.0,1
9591,Friendly,1973-12-02,Panama,Nicaragua,2.0,0.0,1
9592,King's Cup,1973-12-03,Myanmar,Vietnam Republic,0.0,1.0,0
9593,CONCACAF Championship,1973-12-03,Honduras,Mexico,1.0,1.0,0
9594,CONCACAF Championship,1973-12-04,Haiti,Trinidad and Tobago,2.0,1.0,1
9595,CONCACAF Championship,1973-12-05,Guatemala,Curaçao,2.0,2.0,0
9596,CONCACAF Championship,1973-12-07,Haiti,Honduras,1.0,0.0,1
9597,Friendly,1973-12-08,Kenya,Uganda,2.0,2.0,1
9598,CONCACAF Championship,1973-12-08,Mexico,Curaçao,8.0,0.0,0
9599,FIFA World Cup qualification,1973-12-09,DR Congo,Morocco,3.0,0.0,1
9600,CONCACAF Championship,1973-12-10,Guatemala,Trinidad and Tobago,0.0,1.0,0
9601,Friendly,1973-12-10,Uganda,Zambia,2.0,0.0,0
9602,CONCACAF Championship,1973-12-12,Honduras,Curaçao,2.0,2.0,0
9603,Friendly,1973-12-12,Kenya,Zambia,3.0,1.0,1
9604,CONCACAF Championship,1973-12-13,Haiti,Guatemala,2.0,1.0,1
9605,CONCACAF Championship,1973-12-14,Mexico,Trinidad and Tobago,0.0,4.0,0
9606,CONCACAF Championship,1973-12-15,Guatemala,Honduras,1.0,1.0,0
9607,King's Cup,1973-12-15,Laos,Singapore,3.0,2.0,0
9608,King's Cup,1973-12-15,Thailand,Myanmar,2.0,1.0,1
9609,King's Cup,1973-12-16,Cambodia,South Korea,0.0,5.0,0
9610,King's Cup,1973-12-17,Myanmar,Singapore,6.0,1.0,0
9611,CONCACAF Championship,1973-12-17,Curaçao,Trinidad and Tobago,0.0,4.0,0
9612,King's Cup,1973-12-17,Thailand,Laos,5.0,0.0,1
9613,CONCACAF Championship,1973-12-18,Haiti,Mexico,0.0,1.0,1
9614,King's Cup,1973-12-18,South Korea,Malaysia,0.0,0.0,0
9615,King's Cup,1973-12-19,Myanmar,Laos,2.0,1.0,0
9616,FIFA World Cup qualification,1973-12-19,Greece,Yugoslavia,2.0,4.0,1
9617,King's Cup,1973-12-19,Thailand,Singapore,3.0,0.0,1
9618,King's Cup,1973-12-20,Cambodia,Malaysia,2.0,3.0,0
9619,Friendly,1973-12-21,Congo,Tunisia,0.0,1.0,1
9620,King's Cup,1973-12-22,Myanmar,South Korea,0.0,2.0,0
9621,King's Cup,1973-12-23,Thailand,Malaysia,0.0,1.0,1
9622,King's Cup,1973-12-25,South Korea,Malaysia,2.0,1.0,0
9623,King's Cup,1973-12-25,Thailand,Myanmar,1.0,0.0,1
9624,Friendly,1973-12-30,Guinea,Tunisia,0.0,0.0,1
9625,Friendly,1974-01-01,Uganda,Congo,0.0,2.0,1
9626,Friendly,1974-01-06,Mali,Tunisia,1.0,0.0,1
9627,Friendly,1974-01-13,Mauritius,Malawi,4.0,1.0,1
9628,Friendly,1974-01-17,Mauritius,Malawi,2.0,1.0,1
9629,Friendly,1974-01-17,Pakistan,Iran,1.0,2.0,1
9630,Friendly,1974-01-18,Pakistan,Turkey,2.0,2.0,1
9631,Friendly,1974-01-20,Iran,Turkey,0.0,1.0,0
9632,Friendly,1974-01-20,Mauritius,Malawi,2.0,2.0,1
9633,Friendly,1974-01-25,Panama,El Salvador,1.0,0.0,1
9634,Friendly,1974-02-06,Cyprus,Bulgaria,1.0,4.0,1
9635,Friendly,1974-02-08,Kuwait,Bulgaria,1.0,3.0,1
9636,Friendly,1974-02-10,Kuwait,Bulgaria,1.0,2.0,1
9637,Friendly,1974-02-12,Singapore,Japan,0.0,1.0,1
9638,FIFA World Cup qualification,1974-02-13,Yugoslavia,Spain,1.0,0.0,0
9639,Friendly,1974-02-15,Ghana,Guinea,5.0,2.0,1
9640,Friendly,1974-02-17,Congo,Mali,2.0,2.0,1
9641,Friendly,1974-02-17,Ghana,Guinea,3.0,1.0,1
9642,Friendly,1974-02-17,Tahiti,New Caledonia,2.0,1.0,1
9643,Friendly,1974-02-17,Tahiti,New Caledonia,1.0,2.0,1
9644,Friendly,1974-02-20,Hong Kong,Japan,0.0,0.0,1
9645,Friendly,1974-02-20,Tahiti,New Caledonia,2.0,2.0,1
9646,Friendly,1974-02-22,Iraq,Morocco,0.0,0.0,1
9647,Friendly,1974-02-23,Spain,Germany,1.0,0.0,1
9648,Friendly,1974-02-24,Iraq,Morocco,0.0,0.0,1
9649,Friendly,1974-02-25,Kuwait,Morocco,0.0,2.0,1
9650,Friendly,1974-02-26,Italy,Germany,0.0,0.0,1
9651,Friendly,1974-02-26,Tunisia,German DR,0.0,4.0,1
9652,Friendly,1974-02-27,Qatar,Morocco,0.0,1.0,1
9653,Friendly,1974-02-28,Algeria,German DR,1.0,3.0,1
9654,Friendly,1974-03-01,Bahrain,Morocco,0.0,1.0,1
9655,African Cup of Nations,1974-03-01,Egypt,Uganda,2.0,1.0,1
9656,African Cup of Nations,1974-03-02,Ivory Coast,Zambia,0.0,1.0,0
9657,African Cup of Nations,1974-03-03,Congo,Mauritius,2.0,0.0,0
9658,African Cup of Nations,1974-03-03,Guinea,DR Congo,1.0,2.0,0
9659,African Cup of Nations,1974-03-04,Egypt,Zambia,3.0,1.0,1
9660,African Cup of Nations,1974-03-04,Ivory Coast,Uganda,2.0,2.0,0
9661,African Cup of Nations,1974-03-05,Congo,DR Congo,2.0,1.0,0
9662,African Cup of Nations,1974-03-05,Guinea,Mauritius,2.0,1.0,0
9663,African Cup of Nations,1974-03-06,Egypt,Ivory Coast,2.0,0.0,1
9664,Friendly,1974-03-06,Saudi Arabia,Morocco,0.0,0.0,1
9665,Friendly,1974-03-06,Togo,Denmark,0.0,2.0,1
9666,African Cup of Nations,1974-03-06,Uganda,Zambia,0.0,1.0,0
9667,African Cup of Nations,1974-03-07,Congo,Guinea,1.0,1.0,0
9668,African Cup of Nations,1974-03-07,Mauritius,DR Congo,1.0,4.0,0
9669,African Cup of Nations,1974-03-09,Congo,Zambia,2.0,4.0,0
9670,African Cup of Nations,1974-03-09,Egypt,DR Congo,2.0,3.0,1
9671,Friendly,1974-03-10,Benin,Denmark,2.0,0.0,1
9672,African Cup of Nations,1974-03-11,Egypt,Congo,4.0,0.0,1
9673,African Cup of Nations,1974-03-12,DR Congo,Zambia,2.0,2.0,0
9674,Friendly,1974-03-13,German DR,Belgium,1.0,0.0,1
9675,Friendly,1974-03-13,Réunion,Seychelles,2.0,0.0,1
9676,African Cup of Nations,1974-03-14,DR Congo,Zambia,2.0,0.0,0
9677,Friendly,1974-03-14,Puerto Rico,Panama,0.0,1.0,1
9678,Gulf Cup,1974-03-15,Kuwait,United Arab Emirates,2.0,0.0,1
9679,Gulf Cup,1974-03-16,Bahrain,Oman,4.0,0.0,0
9680,Gulf Cup,1974-03-16,Qatar,Saudi Arabia,0.0,2.0,0
9681,Gulf Cup,1974-03-18,Bahrain,United Arab Emirates,0.0,4.0,0
9682,Gulf Cup,1974-03-19,Kuwait,Oman,5.0,0.0,1
9683,Gulf Cup,1974-03-21,Bahrain,Saudi Arabia,1.0,4.0,0
9684,Gulf Cup,1974-03-22,Oman,Qatar,0.0,4.0,0
9685,Friendly,1974-03-23,France,Romania,1.0,0.0,1
9686,Friendly,1974-03-23,Haiti,Uruguay,0.0,1.0,1
9687,Gulf Cup,1974-03-23,Saudi Arabia,United Arab Emirates,2.0,0.0,0
9688,Gulf Cup,1974-03-24,Kuwait,Qatar,1.0,0.0,1
9689,Friendly,1974-03-25,Haiti,Uruguay,0.0,0.0,1
9690,Gulf Cup,1974-03-26,Kuwait,United Arab Emirates,6.0,0.0,1
9691,Gulf Cup,1974-03-26,Qatar,Saudi Arabia,1.0,3.0,0
9692,Friendly,1974-03-27,German DR,Czechoslovakia,1.0,0.0,1
9693,Friendly,1974-03-27,Germany,Scotland,2.0,1.0,1
9694,Friendly,1974-03-27,Netherlands,Austria,1.0,1.0,1
9695,Friendly,1974-03-28,Jamaica,Uruguay,0.0,3.0,1
9696,Gulf Cup,1974-03-28,Qatar,United Arab Emirates,1.0,1.0,0
9697,Gulf Cup,1974-03-29,Kuwait,Saudi Arabia,4.0,0.0,1
9698,Muratti Vase,1974-03-30,Guernsey,Alderney,6.0,0.0,1
9699,Friendly,1974-03-31,Brazil,Mexico,1.0,1.0,1
9700,Friendly,1974-03-31,Hungary,Bulgaria,3.0,1.0,1
9701,Friendly,1974-04-03,Portugal,England,0.0,0.0,1
9702,Friendly,1974-04-07,Brazil,Czechoslovakia,1.0,0.0,1
9703,Friendly,1974-04-07,Morocco,Algeria,2.0,0.0,1
9704,Friendly,1974-04-12,Bermuda,Canada,0.0,0.0,1
9705,Friendly,1974-04-13,Bulgaria,Czechoslovakia,0.0,1.0,1
9706,Friendly,1974-04-13,Haiti,Poland,2.0,1.0,1
9707,Friendly,1974-04-14,Brazil,Bulgaria,1.0,0.0,1
9708,Friendly,1974-04-15,Haiti,Poland,1.0,3.0,1
9709,Friendly,1974-04-17,Belgium,Poland,1.0,1.0,1
9710,Friendly,1974-04-17,Brazil,Romania,2.0,0.0,1
9711,Friendly,1974-04-17,Germany,Hungary,5.0,0.0,1
9712,Friendly,1974-04-17,Yugoslavia,Russia,0.0,1.0,1
9713,Friendly,1974-04-19,Indonesia,Uruguay,2.0,1.0,1
9714,Friendly,1974-04-21,Brazil,Haiti,4.0,0.0,1
9715,Friendly,1974-04-21,Indonesia,Uruguay,2.0,3.0,1
9716,Friendly,1974-04-22,Argentina,Romania,2.0,1.0,1
9717,Friendly,1974-04-24,Haiti,Chile,0.0,1.0,1
9718,Friendly,1974-04-26,Haiti,Chile,0.0,0.0,1
9719,Friendly,1974-04-27,Czechoslovakia,France,3.0,3.0,1
9720,Friendly,1974-04-28,Brazil,Greece,0.0,0.0,1
9721,Friendly,1974-05-01,Brazil,Austria,0.0,0.0,1
9722,Friendly,1974-05-01,Germany,Sweden,2.0,0.0,1
9723,Friendly,1974-05-01,Switzerland,Belgium,0.0,1.0,1
9724,Friendly,1974-05-02,Yemen DPR,Iraq,2.0,0.0,1
9725,Friendly,1974-05-05,Brazil,Republic of Ireland,2.0,1.0,1
9726,Friendly,1974-05-05,China,Sierra Leone,4.0,1.0,1
9727,Balkan Cup,1974-05-08,Bulgaria,Turkey,5.0,1.0,1
9728,Friendly,1974-05-08,Uruguay,Republic of Ireland,2.0,0.0,1
9729,Muratti Vase,1974-05-09,Jersey,Guernsey,1.0,2.0,1
9730,British Home Championship,1974-05-11,Scotland,Northern Ireland,0.0,1.0,1
9731,British Home Championship,1974-05-11,Wales,England,0.0,2.0,1
9732,Friendly,1974-05-12,Brazil,Paraguay,2.0,0.0,1
9733,Friendly,1974-05-12,Chile,Republic of Ireland,1.0,2.0,1
9734,Korea Cup,1974-05-13,South Korea,Cambodia,0.0,1.0,1
9735,British Home Championship,1974-05-14,Scotland,Wales,2.0,0.0,1
9736,British Home Championship,1974-05-15,England,Northern Ireland,1.0,0.0,1
9737,Friendly,1974-05-15,Poland,Greece,2.0,0.0,1
9738,Korea Cup,1974-05-16,Myanmar,Thailand,2.0,1.0,0
9739,Friendly,1974-05-18,France,Argentina,0.0,1.0,1
9740,Korea Cup,1974-05-18,South Korea,Myanmar,3.0,0.0,1
9741,British Home Championship,1974-05-18,Scotland,England,2.0,0.0,1
9742,British Home Championship,1974-05-18,Wales,Northern Ireland,1.0,0.0,1
9743,Korea Cup,1974-05-20,Myanmar,Cambodia,6.0,0.0,0
9744,Friendly,1974-05-20,Russia,Czechoslovakia,0.0,1.0,1
9745,Friendly,1974-05-21,Indonesia,Australia,1.0,2.0,1
9746,Friendly,1974-05-22,England,Argentina,2.0,2.0,1
9747,Friendly,1974-05-23,German DR,Norway,1.0,0.0,1
9748,Friendly,1974-05-25,Bulgaria,North Korea,6.0,1.0,1
9749,Friendly,1974-05-26,Netherlands,Argentina,4.0,1.0,1
9750,Friendly,1974-05-28,Israel,Australia,2.0,1.0,1
9751,Friendly,1974-05-29,German DR,England,1.0,1.0,1
9752,Friendly,1974-05-29,Hungary,Yugoslavia,3.0,2.0,1
9753,Balkan Cup,1974-05-29,Romania,Greece,3.0,1.0,1
9754,Friendly,1974-06-01,Belgium,Scotland,2.0,1.0,1
9755,Friendly,1974-06-01,Bulgaria,England,0.0,1.0,1
9756,Indonesia Tournament,1974-06-01,Indonesia,Myanmar,2.0,4.0,1
9757,Friendly,1974-06-02,Tunisia,Iraq,2.0,1.0,1
9758,Indonesia Tournament,1974-06-03,Myanmar,Malaysia,3.0,0.0,0
9759,Nordic Championship,1974-06-03,Denmark,Sweden,0.0,2.0,1
9760,Friendly,1974-06-05,Netherlands,Romania,0.0,0.0,1
9761,Friendly,1974-06-05,Yugoslavia,England,2.0,2.0,1
9762,Nordic Championship,1974-06-06,Finland,Denmark,1.0,1.0,1
9763,Friendly,1974-06-06,Norway,Scotland,1.0,2.0,1
9764,Indonesia Tournament,1974-06-07,Indonesia,Malaysia,4.0,3.0,1
9765,Friendly,1974-06-07,Libya,Iraq,1.0,0.0,1
9766,Friendly,1974-06-08,Austria,Italy,0.0,0.0,1
9767,Indonesia Tournament,1974-06-09,South Korea,Malaysia,0.0,0.0,0
9768,Friendly,1974-06-09,Sweden,Switzerland,0.0,0.0,1
9769,FIFA World Cup,1974-06-13,Brazil,Yugoslavia,0.0,0.0,0
9770,FIFA World Cup,1974-06-14,DR Congo,Scotland,0.0,2.0,0
9771,FIFA World Cup,1974-06-14,German DR,Australia,2.0,0.0,0
9772,FIFA World Cup,1974-06-14,Germany,Chile,1.0,0.0,1
9773,FIFA World Cup,1974-06-15,Italy,Haiti,3.0,1.0,0
9774,FIFA World Cup,1974-06-15,Poland,Argentina,3.0,2.0,0
9775,FIFA World Cup,1974-06-15,Sweden,Bulgaria,0.0,0.0,0
9776,FIFA World Cup,1974-06-15,Uruguay,Netherlands,0.0,2.0,0
9777,FIFA World Cup,1974-06-18,Chile,German DR,1.0,1.0,0
9778,FIFA World Cup,1974-06-18,Germany,Australia,3.0,0.0,1
9779,FIFA World Cup,1974-06-18,Scotland,Brazil,0.0,0.0,0
9780,FIFA World Cup,1974-06-18,Yugoslavia,DR Congo,9.0,0.0,0
9781,FIFA World Cup,1974-06-19,Argentina,Italy,1.0,1.0,0
9782,FIFA World Cup,1974-06-19,Bulgaria,Uruguay,1.0,1.0,0
9783,FIFA World Cup,1974-06-19,Haiti,Poland,0.0,7.0,0
9784,FIFA World Cup,1974-06-19,Netherlands,Sweden,0.0,0.0,0
9785,FIFA World Cup,1974-06-22,Australia,Chile,0.0,0.0,0
9786,FIFA World Cup,1974-06-22,DR Congo,Brazil,0.0,3.0,0
9787,FIFA World Cup,1974-06-22,Germany,German DR,0.0,1.0,1
9788,FIFA World Cup,1974-06-22,Scotland,Yugoslavia,1.0,1.0,0
9789,FIFA World Cup,1974-06-23,Argentina,Haiti,4.0,1.0,0
9790,FIFA World Cup,1974-06-23,Bulgaria,Netherlands,1.0,4.0,0
9791,FIFA World Cup,1974-06-23,Poland,Italy,2.0,1.0,0
9792,FIFA World Cup,1974-06-23,Sweden,Uruguay,3.0,0.0,0
9793,FIFA World Cup,1974-06-26,Brazil,German DR,1.0,0.0,0
9794,FIFA World Cup,1974-06-26,Germany,Yugoslavia,2.0,0.0,1
9795,Friendly,1974-06-26,Mali,Congo,1.0,1.0,1
9796,FIFA World Cup,1974-06-26,Netherlands,Argentina,4.0,0.0,0
9797,FIFA World Cup,1974-06-26,Sweden,Poland,0.0,1.0,0
9798,FIFA World Cup,1974-06-30,Argentina,Brazil,1.0,2.0,0
9799,FIFA World Cup,1974-06-30,German DR,Netherlands,0.0,2.0,0
9800,FIFA World Cup,1974-06-30,Germany,Sweden,4.0,2.0,1
9801,FIFA World Cup,1974-06-30,Poland,Yugoslavia,2.0,1.0,0
9802,FIFA World Cup,1974-07-03,Argentina,German DR,1.0,1.0,0
9803,Friendly,1974-07-03,Faroe Islands,Iceland,2.0,3.0,1
9804,FIFA World Cup,1974-07-03,Germany,Poland,1.0,0.0,1
9805,FIFA World Cup,1974-07-03,Netherlands,Brazil,2.0,0.0,0
9806,FIFA World Cup,1974-07-03,Sweden,Yugoslavia,2.0,1.0,0
9807,Friendly,1974-07-04,China,Togo,4.0,2.0,1
9808,FIFA World Cup,1974-07-06,Brazil,Poland,0.0,1.0,0
9809,Friendly,1974-07-06,Malawi,Ivory Coast,5.0,1.0,1
9810,FIFA World Cup,1974-07-07,Germany,Netherlands,2.0,1.0,1
9811,Friendly,1974-07-07,Malawi,Tanzania,1.0,0.0,1
9812,Friendly,1974-07-08,Malawi,Zambia,0.0,1.0,1
9813,Friendly,1974-07-10,China,Yemen DPR,6.0,5.0,1
9814,Friendly,1974-07-14,Nigeria,Ivory Coast,2.0,0.0,1
9815,Friendly,1974-07-22,Silesia,Tanzania,7.0,2.0,1
9816,Merdeka Tournament,1974-07-24,Hong Kong,Indonesia,2.0,2.0,0
9817,Merdeka Tournament,1974-07-24,India,Thailand,4.0,2.0,0
9818,Merdeka Tournament,1974-07-25,Malaysia,India,4.0,1.0,1
9819,Merdeka Tournament,1974-07-26,Indonesia,Thailand,1.0,2.0,0
9820,Merdeka Tournament,1974-07-28,Indonesia,Singapore,5.0,0.0,0
9821,Merdeka Tournament,1974-07-29,Hong Kong,India,2.0,2.0,0
9822,Merdeka Tournament,1974-07-30,Singapore,Thailand,1.0,1.0,0
9823,Merdeka Tournament,1974-08-01,India,Indonesia,0.0,0.0,0
9824,Merdeka Tournament,1974-08-01,Malaysia,Thailand,3.0,2.0,1
9825,Merdeka Tournament,1974-08-04,Hong Kong,Thailand,1.0,0.0,0
9826,Friendly,1974-08-07,Singapore,Hong Kong,0.0,1.0,1
9827,Nordic Championship,1974-08-08,Sweden,Norway,2.0,1.0,1
9828,African Cup of Nations qualification,1974-08-10,Somalia,Burundi,0.0,2.0,1
9829,Friendly,1974-08-11,China,Senegal,5.0,2.0,1
9830,Friendly,1974-08-11,Nigeria,Ghana,1.0,1.0,1
9831,Friendly,1974-08-14,Iraq,Bahrain,4.0,0.0,1
9832,Nordic Championship,1974-08-15,Norway,Finland,1.0,2.0,1
9833,Friendly,1974-08-17,Nigeria,Ghana,0.0,1.0,1
9834,Friendly,1974-08-19,Iceland,Finland,2.0,2.0,1
9835,African Cup of Nations qualification,1974-08-24,Burundi,Somalia,0.0,1.0,1
9836,Friendly,1974-08-24,Malta,Libya,0.0,1.0,1
9837,Friendly,1974-08-30,Haiti,Jamaica,0.0,1.0,0
9838,Friendly,1974-08-31,Jamaica,Trinidad and Tobago,2.0,1.0,0
9839,UEFA Euro qualification,1974-09-01,Finland,Poland,1.0,2.0,1
9840,Asian Games,1974-09-02,Kuwait,Thailand,3.0,2.0,0
9841,Asian Games,1974-09-02,India,Iraq,0.0,3.0,0
9842,Asian Games,1974-09-02,North Korea,China,2.0,0.0,0
9843,Friendly,1974-09-03,Denmark,Indonesia,9.0,0.0,1
9844,Asian Games,1974-09-03,Japan,Philippines,4.0,0.0,0
9845,Asian Games,1974-09-03,Israel,Malaysia,8.0,3.0,0
9846,Asian Games,1974-09-03,Iran,Pakistan,7.0,0.0,1
9847,Asian Games,1974-09-03,Myanmar,Bahrain,4.0,0.0,0
9848,UEFA Euro qualification,1974-09-04,Austria,Wales,2.0,1.0,1
9849,Friendly,1974-09-04,Libya,Malta,0.0,0.0,1
9850,UEFA Euro qualification,1974-09-04,Norway,Northern Ireland,2.0,1.0,1
9851,Friendly,1974-09-04,Poland,German DR,1.0,3.0,1
9852,Friendly,1974-09-04,Sweden,Netherlands,1.0,5.0,1
9853,Friendly,1974-09-04,Switzerland,Germany,1.0,2.0,1
9854,Asian Games,1974-09-04,South Korea,Thailand,1.0,0.0,0
9855,Asian Games,1974-09-04,China,India,7.0,1.0,0
9856,Asian Games,1974-09-04,North Korea,Iraq,0.0,1.0,0
9857,Friendly,1974-09-05,Mexico,United States,3.0,1.0,1
9858,Asian Games,1974-09-05,Israel,Philippines,6.0,0.0,0
9859,Asian Games,1974-09-05,Japan,Malaysia,1.0,1.0,0
9860,Asian Games,1974-09-05,Pakistan,Bahrain,5.0,1.0,0
9861,Asian Games,1974-09-05,Iran,Myanmar,2.0,1.0,1
9862,Friendly,1974-09-06,Libya,DR Congo,0.0,2.0,1
